transcript,label
department is to inform you that there is a legal enforcement action filed on your social security number for fraudulent activities. So when you get this message kindly press 1 to connect with the next available officer. Thank you. ,fraud
call from our department is to inform you that there is a legal enforcement action filed on your social security number for fraudulent activities. So when you get this message kindly press 1 to connect with the next available officer. Thank you. ,fraud
这是DHL国际快递最后语音通知 您有一份重要快件派送均无人签收 了解详情请按9 请按9 由人工客服为您服务 这是DHL国际快递最后语音通知 您有一份重要快件派送均无人签收 了解详情请按9 请按9 由人工客服为您服务 ,fraud
"stop the disjoin, please press 1 to start your claim, otherwise press 2 to speak with the billing department. ",fraud
"is to inform you that there is a legal enforcement actions filed on your social security number for fraudulent activities. So, when you get this message, kindly press one to connect with the next available officer. Thank you. ",fraud
"Hello, this is Amazon. This call is to authorize a payment of $1,199. We would like to inform you that there is an order, order number ANZ284U49. Placed for Apple, I fund 12 Pro using your Amazon account. If you do not authorize this order and to refund your amount, press 1. Or press 2 to authorize this order. ",fraud
for suspicious and fraudulent activities carried on using your identity. The court has issued a suspension notice along with a warrant against your name. Ignoring this message will an intentional second attempt to avoid initial appearance before a magistrate judge or grand jury for federal criminal offense. This is the final attempt to reach you. For more information press 1 and hold for the next available officer. Press 1 right now. ,fraud
"your case and take necessary action on this matter. If we don't hear from you, then we will be forced to take legal action against you. Kindly, we would like to confirm some information with you. If you will be taking legal action, if you want to talk with administrator, please press 1. I repeat, press 1. Thank you. ",fraud
"from your Amazon account for an amount of $1,537.35. To cancel your order or to connect with one of our customer support representatives, please press 1. ",fraud
"Thank you for choosing Marriott Hotels. We would like to inform you that through our friends and family program, your telephone number was qualified by our booking system to receive an all-inclusive complimentary stay. For further details, press 1 now. To be placed on the Do Not Call list, press 2 now. ",fraud
you need to leave your work aside and press one talk to an agent so that we can discuss about your case and take necessary action on this matter if we don't hear from you then we will be forced to take legal action against you so kindly press one thank you ,fraud
"Dear customer, this is Marni from Amazon. We have noticed some fraudulent activities on your Amazon account regarding some unauthorized charge of $1,500 from unknown IP address coming from Albany, New York. Kindly press 1 to talk to our Amazon security department. Thank you. ",fraud
"We would like to inform you that there is an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. ",fraud
"Greetings, this is an automated message from the Disconnection Department of Delmarva Power Electricity Company to inform you that you will be experiencing a disconnection of service today within 30 minutes due to non-payment on the account. Please press 1 to speak with a representative, thank you. Greetings, this is an automated message from the Disconnection Department of Delmarva Power Electricity Company to inform you that you will be experiencing a disconnection of service today within 30 minutes due to non-payment on the account. Please press 1 to speak with a representative, thank you. ",fraud
"Hello, hey grandpa, how are you? ",fraud
"The reason you have received this phone call from our department is to inform you that there is a legal enforcement actions filed on your social security number for fraudulent activities. So, when you get this message, kindly press 1 to connect with the next available officer. Thank you. ",fraud
"We are happy to inform you that your account has been qualified to get a 50% discount on your monthly bills. To avail this discount press 1, and your call will get connected with our representative. ",fraud
"attempt, we strongly recommend please do not access your account on your device for security reason, until your account will not get fixed. For more support, speak to our Amazon support team. Press 1. ",fraud
"Hi, it's Emma Miller on Friday, February 3rd. I'm calling about the suspension on federal student loan repayment. If you have a debit balance of your loan, you will have to resume paying back. Now is your chance to get into a program so that you can qualify for the $10,000 debt elimination. If you want to be included in the program, call us back at this number before 5 p.m. today. If you'd like to opt out of these reminders, please do let us know so I can remove you from these calls. ",fraud
"Thank you for choosing MasterCard, Visa, and Discover. As our way of saying thanks, we'd like to reward you for making your payments in a timely fashion. We're excited to inform you that you're now eligible to qualify for 0% interest rates on your existing credit card accounts. If you still owe more than $5,000 in total credit card debt, press the number 1 to qualify for lower interest, lower payments, and cash back benefits for your most recent purchases. Press 1 now for more information. ",fraud
"We strongly recommend please do not access your account on your device for security reason until your account will not get fixed. For more support, speak to our Amazon support team. Press 1. ",fraud
"Please listen carefully. After the election, the federal government suspended student loan payments until the end of the year. This means you will need to pay back the balance of your student loans after the suspension is over, starting January 1st. A petition is set to be filed on your behalf to extend the suspension of payments indefinitely, meaning you would have a permanent $0 balance. Press 5 on your phone now if you're with Nelnet, Navient, Great Lakes, or Fed loans. Press 7 if your servicer was not listed. Thank you. ",fraud
"This is an emergency call from your tech support company. Do not hang up the call. You have paid for your computer technical support few days ago. We are calling to refund your money, as the company has been ordered to close down due to COVID-19. Press 1 to get the refund. Press 2 if you have received the refund from us already. Press 3 if you don't have any customer support subscription. Press 4 if you want to be added in DNC list. ",fraud
"in the mail about your car's extended warranty. Since we have not gotten a response, we are giving you a final courtesy call before we close out your file. Press 2 to be removed and put on our do not call list. Press 1 to speak with someone about possibly extending or reinstating your car's warranty. Again, press 1 to speak with a warranty specialist. Or call our 800 number at 833-304-1447, U.S.T. 456. ",fraud
"been suspended due to suspicious activity. Someone ordered an iPhone 11 Pro from your Amazon account, which will charge you $899. If you did not authorize this order, then press 1 for Amazon support. ",fraud
"from our department is to inform you that there is a legal enforcement action filed on your social security number for fraudulent activities. So, when you get this message, kindly press 1 to connect with the next available officer. Thank you. ",fraud
Greetings. This is an automated message from the Disconnection Department of Dilmarva Power and Life to inform you that you will be experiencing a disconnection of service today within 30 minutes. Please press 1 to speak to a representative. Thank you. ,fraud
"time, for suspicious and fraudulent activities carried out using your identity. The court has issued a suspension notice along with a warrant against your name. Ignoring this message will be an intentional second attempt, to avoid initial appearance before a magistrate, judge or grand jury, for a federal criminal offense. This is the final attempt to reach you. For more information, press 1 and hold for the next available officer. ",fraud
"Hello. This message is fully intended for you. We are calling you from the legal department to inform you that due to some suspicious activities related to your name, we are trying to reach you, but unfortunately we missed your answer. In order to connect our legal department, press 1 so that we can discuss about your case file and take necessary action on this matter. In case we would not hear from you, then you will face some legal consequences. To connect now press 1 and you will be automatically connect to the concerned department. By this call, you have been officially notified. Thank you. ",fraud
"Department of Social Security Administration. The reason you receive this phone call from our department is to inform you that there is a legal enforcement action filed on your social security number for fraudulent activities. So, when you get this message, kindly press 1 to connect with the next available officer. Thank you. ",fraud
"Hi, this call is from Social Security Administration Office. My name is Officer Amanda Barnes, and the purpose of the call we are trying to reach you to let you know that your Social Security number has been used for some kind of fraudulent activities in the south border of Texas, so please in order go ahead get more information. To speak with Officer press 1. I repeat press 1. Thank you and have a great day. ",fraud
这是DHL国际快递最后语音通知 您有一份重要快件派送均无人签收 了解详情请按9 请按9 由人工客服为您服务 这是DHL国际快递最后语音通知 您有一份重要快件派送均无人签收 了解详情请按9 请按9 由人工客服为您服务 ,fraud
"This call is from the Department of Social Security Administration. The reason you are receiving this phone is to know that we will be suspending your Social Security number because we found some suspicious activities on your Social Security. If you want more information about this case, press 1. Thank you. Goodbye. ",fraud
"Oh, this is Amazon. This call is to authorize a payment of $999. We would like to inform you that there is an order placed for Apple iPhone 11 Pro using your Amazon account. And if you do not authorize this order, press 1 or 0. ",fraud
"11 Pro on your account, which is billed on your card attached to your Amazon account. The amount charged in $1,499. We noticed some suspicious activity on your account, so we have put in hold to this transaction. Please press 1 now. And to report, please press 2. Thank you. ",fraud
"Hello, my name is Officer James Miller. I am special agent assigned in our department. After two failed attempts, I am calling you for the last time. This call is in reference to a complaint filed against you and your identity by the legal department. In order to get more information, press 1 and your call will be connected with the case in charge officer. If we don't hear from you right now, we will be forced to take this matter legally and suspend your benefits permanently. Press 1 and you will be connected to the concerned department. By this call, you have been officially notified of your involvement in the case. ",fraud
"Nadine Smith calling in from the processing department. So sorry if you're busy, I just had some fantastic news. It looks like there has been some significant changes to your federal student loan repayment options. It's really, really important. So if you can give me a call back as soon as possible today, that would be great. My direct phone number is 714-406-4370. Again, that is 714-406-4370. Also, if you could have your reference number ready for me, that would be awesome. It would really help. Your reference number is 20907. Thank you. I look forward to speaking with you today. ",fraud
"call, we are trying to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the south. So please in order, go ahead, get more information to speak with officer press one. I repeat press one. Thank you and have a great day. ",fraud
"Amanda Barnes and the purpose of the call, we are trying to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the south border of Texas. So please in order go ahead, get more information to speak with officer press one. I repeat press one. Thank you and have a great day. ",fraud
"suspending your social security number because we found some suspicious activities on your social security. If you want more information about this case, press 1. Thank you. ",fraud
today within 30 minutes due to non-payment on the account. Please press one to speak with a representative. Thank you. Greetings. This is an automated message from the Disconnection Department of Florida Power and Light Electricity Company to inform you that you will be experiencing a disconnection of service today within 30 minutes due to non-payment on the account. Please press one to speak with a representative. Thank you. ,fraud
"booking system to receive an all-inclusive complimentary stay. For further details, press 1 now. To be placed on the do not call list, press 2 now. ",fraud
"your identity. The court has issued a suspension notice along with a warrant against your name. Ignoring this message will be an intentional second attempt to avoid initial appearance before a magistrate, judge or grand jury for a federal criminal offense. This is the final attempt to reach you. For more information, press 1 and hold for the next available officer. ",fraud
"The reason you have received this phone call from our department is to inform you that there is a legal enforcement actions filed on your social security number for fraudulent activities. So, when you get this message, kindly press 1 to connect with the next available officer. Thank you. ",fraud
"Thank you for choosing Marriott Hotels. We would like to inform you that thanks to the Friends and Family Rewards Program, your membership is drawn to receive a complimentary stay. For further details, press 1 now. To be placed on the Do Not Call list, press 2 now. ",fraud
"This phone call from our department is to inform you we just suspended your social insurance number because we found some suspicious activity. So if you want to know about this case, just press 1. ",fraud
You have been qualified to drop down your entry straight below 6 on your credit card. Please press 1 to speak with live operator and get the confirmation number. ,fraud
"Hi, this is Daniel from Amazon customer service. We have seen a recent order number, AMZ0987, of iPhone 11 Pro on your account, which is billed on your card attached to your Amazon account. The amount charged in $1499. We noticed some suspicious activity on your account. So we have put in hold to this transaction. Please press 1 now. And to report please press 2. Thank you. ",fraud
"This is an important call regarding a legal enforcement action being executed under your name for suspicious and fraudulent activities carried out using your identity. The court has issued a suspension notice along with a warrant against your name. Ignoring this message will be an intentional second attempt to avoid initial appearance before a magistrate, judge or grand jury for a federal criminal offense. This is the final attempt to reach you. For more information, press 1 and hold for the next available officer. ",fraud
"Hi, this call is from Social Security Administration Office. My name is Officer Amanda Barnes and the purpose of the call we are trying to reach you to let you know that your Social Security number has been used for some kind of fraudulent activities in the South's border of Texas, so please in order go ahead get more information. To speak with Officer Press 1, I repeat Press 1. Thank you and have a great day. ",fraud
"How are you doing today? Glad to hear that. Well, DirecTV is offering 50% discount to all of its existing customers. Do you have a moment to speak so I can go ahead and apply the discounts on your account? ",fraud
"Hello, my name is Officer James Miller. I am special agent assigned in our department. After two failed attempts, I am calling you for the last time. This call is in reference to a complaint filed against you and your identity by the legal department. In order to get more information, press 1 and your call will be connected with the case in charge officer. If we don't hear from you right now, we will be forced to take this matter legally and suspend your benefits permanently. Press 1 and you will be connected to the concerned department. By this call, you have been officially notified of your involvement in the case. ",fraud
This is an important call regarding a legal enforcement action been executed under your name for suspicious and fraudulent activities carried on using your identity. The court has issued a suspension notice along with a warrant against your name. Ignoring this message will an intentional second attempt to avoid initial appearance before a magistrate judge or grand jury for federal criminal offense. This is the final attempt to reach you. For more information press 1 and hold for the next available officer. That's one right now. ,fraud
"Hi, this is Daniel from Amazon customer service. We have seen a recent order number, AMZ0987, of iPhone 11 Pro on your account, which is billed on your card attached to your Amazon account. The amount charged in $1499. We noticed some suspicious activity on your account. So we have put in hold to this transaction. Please press 1 now. And to report please press 2. Thank you. ",fraud
"The court has issued a suspension notice along with a warrant against your name. Ignoring this message will be an intentional second attempt to avoid initial appearance before a magistrate, judge or grand jury for a federal criminal offense. This is the final attempt to reach you. For more information, press 1 and hold for the next available officer. ",fraud
"This call is from Department of Social Security Administration. The reason you have received this phone call from our department is to inform you that we just suspend your social security number because we found some suspicious activity. So if you want to know about this case, just press 1. Thank you. ",fraud
"gotten a response, we are giving you a final courtesy call before we close out your file. You can press 1 to speak with someone about possibly extending or reinstating your warranty coverage or press 2 to be put on our do not call list or call our 800 number at 833-304-1447. ",fraud
in your Amazon account today. Press 1 to dispute and connect with our Amazon customer care representative or press 2 to listen again. ,fraud
trying to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the south border of Texas. So please in order go ahead get more information. To speak with officer press one. I repeat press one. Thank you and have a great day. ,fraud
"The court has issued a suspension notice along with a warrant against your name. Ignoring this message will an intentional second attempt to avoid initial appearance before a magistrate, judge or grand jury for federal criminal offense. This is the final attempt to reach you. For more information press 1 and hold for the next available officer. That's one right now. ",fraud
"Hi, we've been trying to reach you concerning your vehicle's extended warranty. Now, you should have received something in the mail about this warranty and since we haven't gotten a response, we are giving you a final courtesy call before we close out your file. You can press 1 to speak with someone about possibly extending or reinstating your warranty coverage or press 2 to be put on our do not call list or call our 800 number at 833-304-143 04-1447. ",fraud
"Hello. I am an artificial intelligent notification bot. The purpose of this call is to make you aware that as a U.S. resident, you are now able to take advantage of alternative federal student loan repayment options and hardship programs. These programs are only for individuals who have less than $160,000 in federal student loan debt. Having debt obligations may cause a hardship when added to your overall monthly bills. Using our automated approval technology, you are now able to obtain enrollment information based on your current situation. ",fraud
"Hello, this is Sarah from Discover. I am calling in regards to rate expiration. We've been trying to reach you as your eligibility for rate reduction is about to expire. Press 1 for more information or hang up this call. ",fraud
这是DHL国际快递最后语音通知 您有一份重要快件派送均无人签收 了解详情请按9 请按9 由人工客服为您服务 这是DHL国际快递最后语音通知 您有一份重要快件派送均无人签收 了解详情请按9 请按9 由人工客服为您服务 ,fraud
"response, we are giving you a final courtesy call before we close out your file. Press 2 to be removed and put on our do not call list. Press 1 to speak with someone about possibly extending or reinstating your car's warranty. Again, press 1 to speak with a warranty specialist. ",fraud
"account, which is billed on your card attached to your Amazon account. The amount charged in $1,499. We noticed some suspicious activity on your account, so we have put in hold to this transaction. Please press 1 now. And to report, please press 2. Thank you. ",fraud
"Hello. Hi, this call is from Social Security Administration Office. My name is Officer Amanda Barnes. And the purpose of the call, we are trying to reach you to let you know that your Social Security number has been used for some kind of fraudulent activities in the south border of Texas. So please, in order, go ahead, get more information. To speak with Officer, press 1. I repeat, press 1. Thank you, and have a great day. ",fraud
"Hello, this is Amazon. This call is to authorize a payment of $1,199. We would like to inform you that there is an order. Order number AND284U49 placed for Apple iPhone 12 Pro using your Amazon account if you do not authorize this order. And to refund your amount, press 1. Or press 2 to authorize this order. ",fraud
"Hello, this is Mary Fletcher, State Number Agent FF694, and this is a notification call from U.S. Hello, this is Mary Fletcher, State Number Agent FF694, and this is a notification call from U.S. Department of Financial Relief Services. And the purpose of this call is to inform all U.S. citizens on our state list that have tax debt about the new zero-tax owed tax debt relief program that was recently put into effect by the Biden administration and is open for enrollment. The new zero-tax debt relief program that was recently put into effect by the Biden ",fraud
"Hi there, I'm calling you from Spectrum to let you know that your existing account is qualified for 50% off. In order to avail the discount, kindly call us back at 833-205-4259 from 8 a.m. to 5 p.m. Pacific Standard Time. From 8 a.m. to 5 p.m. Pacific Standard Time. Thank you and have a great day. ",fraud
"Hello, this is Mary Fletcher, State Number Agent FF694, and this is a notification call from U.S. Hello, this is Mary Fletcher, State Number Agent FF694, and this is a notification call from U.S. Department of Financial Relief Services. And the purpose of this call is to inform all U.S. citizens on our state list that have tax debt about the new zero-tax owed tax debt relief program that was recently put into effect by the Biden administration and is open for enrollment. The new zero-tax debt relief program that was recently put into effect by the Biden ",fraud
The court has issued a suspension notice along with a warrant against your name. Ignoring this message would be an intentional second attempt to avoid an initial appearance before the magistrate judge or the exempt jury for a federal criminal offense. This is the final attempt to reach you. For more information press 1 and hold for the next available agent. ,fraud
Attention. This call is from Social Security Administration to inform you that your social security number is going to be suspended for committing some fraudulent and suspicious activity in the state of Texas. So to find out more information and to resolve it kindly press 1. ,fraud
"Officer Amanda Barnes and the purpose of the call we are trying to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the south border of Texas, so please in order go ahead get more information. To speak with Officer Press 1. I repeat Press 1. Thank you and have a great day. ",fraud
to receive something in the mail about that warranty and since we've not gotten a response we're giving you a final courtesy call before we close out your file. You can press 1 to speak with someone about possibly regent stating or extending your warranty or press 2 to be put on our do not call list or call our 800 number at 833-304-1447 U.S.T. 456 ,fraud
"third-party supplier, you will be receiving $50 reward along with 30% discount on your electric and gas bill. Please press 1 and get your $50 reward card. ",fraud
"This is the notifications department from your electric company service provider. You have an automatic interruption of service in the next 30 to 45 minutes due to delinquent account status. If you find this to be an error or would like to stop the interruption, please press 1 to speak with the billing department. Otherwise, please press 2 to speak with the disconnections department. Thank you for choosing our services. ",fraud
"recommend please do not access your account on your device for security reason until your account will not get fixed. For more support, speak to our Amazon support team. Press 1. ",fraud
"Hi, this is an exclusive announcement from Marriott Hotels. Your telephone number has been preselected to receive a complimentary stay in one of our five-star hotels. For further details, press 1 now. To be placed on the Do Not Call list, press 2 now. ",fraud
"Social Security Administration. The reason you received this phone call from our department is to inform you that there is a legal enforcement action filed on your Social Security number for fraudulent activities. So, when you get this message, kindly press 1 to connect with the next available officer. Thank you. ",fraud
"Hi there, I'm calling you from AT&T Direct TV to let you know that your existing account is qualified for 50% off. In order to avail the discount, kindly call us back at 833-769-1634 from 8am to 5pm Pacific Standard Time. Thank you and have a great day! ",fraud
"Hello,这里是UPS国际快递,您有一份国际快递即将退回,如有疑问请按9,请按9由客服人员为您服务。 Hello,这里是UPS国际快递,您有一份国际快递即将退回,如有疑问请按9,请按9由客服人员为您服务。 ",fraud
"Hello, this is Amazon. This call is to authorize a payment of $999. We would like to inform you that there is an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press one or press two to authorize this order. ",fraud
"and plus on your account, which is billed on your card attached to your Amazon account. The amount charged is $149. We noticed some suspicious activity on your account, so we have put on hold this transaction. Please press 1 now to speak to our Amazon customer executive or press 2 to allow the transaction. Thank you. ",fraud
"Number two is to let you know that your social security number has been used for some kind of fraudulent activities in the south border of Texas. The very second you receive this message, you need to leave your work aside so that we can discuss about your case and take necessary action on this matter. In order to connect to the government officer, press one, and you will be connected to the consent department officer. If we don't hear from you, then we will be forced to take legal action against you. I repeat, press one to connect to the consent department officer. Thank you. Thank you for your time, and have a great rest of your day. ",fraud
"Hi, we've been trying to reach you concerning your vehicle's extended warranty. Now, you should have received something in the mail about that warranty. And since we've not gotten a response, we're giving you a final currency call before we close out your file. You can press 1 to speak with someone about possibly resuscitating or extending your warranty, or press 2 to be put on our do not call list. Or call our 800 number at 833-304-1447, U.S.T. 456. ",fraud
"This is an important call regarding a legal enforcement action being executed under your name for suspicious and fraudulent activities carried out using your identity. The court has issued a suspension notice along with a warrant against your name. Ignoring this message will be an intentional second attempt to avoid initial appearance before a magistrate, judge or grand jury for a federal criminal offense. This is the final attempt to reach you. For more information, press 1 and hold for the next available officer. ",fraud
and you have been qualified to drop down your interest rate below 6% on your credit card. Please press 1 to speak with a live operator and get the confirmation code. ,fraud
"Hello, hi this is Ami from Cash App Support. This is an important security message that in regards to your Cash App account. Our server have detected some suspicious activities on your Cash App account as a result we have blocked all access to your account to prevent data bridge. Please do not use Cash App account until you speak with Cash App Support representative. Please refrain using any financial activity on your account. In order to speak with in Cash App representative right now press 1 or please call on 415-688-6201. ",fraud
"Hi, this is Officer Sarah Jones calling you from the legal department. The very second you read this message, you need to leave your work aside so that we can discuss about your case and take necessary action on this matter in order to connect press one and you will be connected to the concerned department. If we don't hear from you, IT will be forced to take legal action against you. ",fraud
"Hi there, I'm calling you from AT&T Direct TV to let you know that your existing account is qualified for 50% off. In order to avail the discount, kindly call us back at 855-457-7745 from 8 a.m. till 9 p.m. Pacific Standard Time. Thank you and have a great day. ",fraud
"Apple Support Advisor. Press 1 to connect with Apple Support Advisor. Press 2 to listen to this message again. Or if you wish to contact us later, please call us on our toll-free number 315-232-8257. Thank you. ",fraud
"Hi there, I'm calling you from AT&T Direct TV to let you know that your existing account is qualified for 50% off. In order to avail the discount, kindly call us back at 855-459-4275 from 9 a.m. to 2 p.m. Pacific Standard Time. Thank you and have a great day. ",fraud
"So, when you get this message, kindly press 1 to discuss with available officer. The reason you have received this phone call from our department is to inform you that there's a legal enforcement actions filed on your name for fraudulent activities. So, when you get this message, kindly press 1 to discuss with available officer. ",fraud
need to leave your work aside and press one talk to an agent so that we can discuss about your case and take necessary action on this matter if we don't hear from you then we will be forced to take legal action against you so kindly press one thank you ,fraud
"Hi, this is Susan. I'm a Medicare Health Care Advisor on a recorded line. Can you hear me okay? Can you hear me okay? ",fraud
"Hello, this is Amazon. This call is to authorize a payment of $999. We would like to inform you that there is an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. ",fraud
"Hi, this is Melissa with Student Support Center. I am following up in regards to your outstanding federal student loan balance. We have been trying to reach you because you are eligible for the federal student loan forgiveness program due to the changes made in 2022. It's imperative that we speak to you as soon as possible since the student loan payment delay is about to come to an end. You can reach us directly to discuss your options at 833-631-7911. Again, that's 833-631-7911. Thank you. ",fraud
"11 Pro on your account, which is billed on your card attached to your Amazon account. The amount charged in $1,499. We noticed some suspicious activity on your account, so we have put in hold to this transaction. Please press 1 now. And to report, please press 2. Thank you. ",fraud
"Hello, this is Amazon. This call is to authorize a payment of $999. We would like to inform you that there is an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize the sort. ",fraud
"own call from our department is to inform you that there's a legal enforcement actions filed on your social security number for fraudulent activities. In order to connect federal agent press 1 and you will be connected to the concerned department. If we don't hear from you, your social will be blocked permanently. Press 1 and you will be connected to the concerned department. ",fraud
"Dear Wells Fargo customer, this is very important message for your Wells Fargo Advanced Checking Account. You recently attended withdrawing $1,000 into your Wells Fargo Checking Account from a new device or a new location. As a security measure, we temporarily disabled your account. We require additional confirmation before allowing access to your Wells Fargo account. If you did not authorize this transaction, please press 1 to connect with Fraud Specialist immediately. ",fraud
This call is from the Department of Social Security Administration. The reason you have received this phone call from our department is to inform you that we just suspend your social security number because we found some suspicious activity. So if you want to know about this case just press 1 thank you. ,fraud
"It's always pertaining to the notice you've recently received on your electric bill about rate reduction. If you haven't missed payment on the bill for the last three months, get a 25% discount. Press 1 to get a discount and talk to a representative. ",fraud
"A pre-authorized purchase of an Apple MacBook Pro and an Apple AirPods is being ordered from your Amazon account for an amount of $1,537.35. To cancel your order or to connect with one of our customer support representative, please press 1. ",fraud
"In the response, we are giving you a final courtesy call before we close out your file. Press 2 to be removed and put on our do not call list. Press 1 to speak with someone about possibly extending or reinstating your car's warranty. Again, press 1 to speak with a warranty specialist. ",fraud
need to leave your work aside and press one talk to an agent so that we can discuss about your case and take necessary action on this matter if we don't hear from you then we will be forced to take legal action against you so kindly press one thank you ,fraud
administration. The reason you received this phone call from our department is to inform you that there is a legal enforcement action filed on your social security number for fraudulent activities. So when you get this message kindly press 1 to connect with the next available officer. Thank you. ,fraud
"you that your account has been qualified to get up to 50% discount on your monthly bills. To avail this discount press 1, and your call will get connected with our representative. ",fraud
"Hi, this is Jessica calling you from Spectrum. We have a limited time offer going on for Spectrum Mobile, that is buy one get one free line for just $29.99. Also, you can get our internet services for just $49.99 a month. If you are interested in this limited time discount offer, please press 1, or to opt out, press 0. ",fraud
"We are calling you from the Department of Social Security Administration. The reason you received this phone call from our department is to inform you that there is a legal enforcement action filed on your Social Security number for fraudulent activities. So when you get this message, kindly press 1 to connect with the next available officer. Thank you. ",fraud
"Security Administration. The reason you receive this phone call from our department is to inform you that there is a legal enforcement action filed on your social security number for fraudulent activities. So, when you get this message, kindly press 1 to connect with the next available officer. Thank you. ",fraud
"login and purchase of Xbox worth $528 from Delcey Drive, Franklinville, New Jersey. If you want to confirm this order press 1 or for more further queries press 2. Thank you for your response you will be shortly getting connected with one of our fraudulent Amazon customer expertise. ",fraud
"This is Susie calling with the Vehicle Service Department. We are calling about your vehicle's manufacturer's warranty. We sent you several notices in the mail that you have yet to extend your warranty past the factory cutoff. And this is a courtesy call to renew your warranty before we close the file. If you are interested in renewing your auto warranty now, please press five now or press nine to be removed from our list. Hi, this is Susie calling with the Vehicle Service Department. We are calling about your vehicle's manufacturer's warranty. We sent you several notices in the mail that you have yet to extend your warranty past the factory cutoff. ",fraud
Hi. This is Brian Lee calling on behalf of the nationalhomeproject.com. How are you today? ,fraud
"The reason you have received this phone call from our department is to inform you that there is a legal enforcement actions filed on your social security number for fraudulent activities. So, when you get this message, kindly press 1 to connect with the next available officer. Thank you. ",fraud
"We are giving you a final courtesy call before we close out your file. Press 2 to be put on our Do Not Call list. Or press 1 to speak to someone about possibly extending or reinstating your car's warranty. Again, press 1 to speak to a warranty specialist. Or call our 800 number at 833-304-1447, UST 456. ",fraud
"Hi, I'm calling you from AT&T Direct TV to let you know that your account is qualified for 50% off. In order to obtain the discount, kindly call us back on the number you see on your caller ID. Thank you and have a great day. ",fraud
"an amount of $2,798 to cancel your order or to connect with one of our customer support representatives, please press 1. ",fraud
"I'm just giving you a call in regards to your student loans. We are starting pre-enrollment for all loan forgiveness files and possible loan discharge files. It is going to be a bit more challenging as the deadlines come, so we don't want anyone's status to change, especially for these programs. ",fraud
"very second you receive this message you need to leave your work aside, so that we can discuss about your case and take necessary action on this matter. In order to connect federal agent press 1 and you will be connected to the concerned department. If we don't hear from you, then we will be forced to take legal action against you. Press 1 and you will be connected to the concerned department. ",fraud
"Hello. I am an artificial intelligent notification bot. The purpose of this call is to make you aware that as a U.S. resident, you are now able to take advantage of alternative federal student loan repayment options and hardship programs. These programs are only for individuals who have less than $160,000 in federal student loan debt. Having debt obligations may cause a hardship when added to your overall monthly bills. Using our automated approval technology, you are now able to obtain enrollment information based on your current financial status. ",fraud
"which is billed on your card attached to your Amazon account. The amount charged in $1,499. We noticed some suspicious activity on your account, so we have put in hold to this transaction. Please press one now. And to report, please press two. Thank you. ",fraud
"phone calls from our department is to inform you that we just suspend your social security number because we found some suspicious activity. So if you want to know about this case, just first one. Thank you. ",fraud
"Social Security Administration. The reason you receive this phone call from our department is to inform you that there is a legal enforcement action filed on your Social Security number for fraudulent activities. So, when you get this message, kindly press 1 to connect with the next available officer. Thank you. ",fraud
"found some suspicious activity in your Amazon account. An order has been placed for iPhone 11 Pro Max from your Amazon account and the card linked to your Amazon account has been debited for $1,099.99. If you have not placed your order press 1 to speak to the fraudulent department to cancel this urgently. Thanks for your time have a nice day ahead. ",fraud
"Hi, this is Melissa with Student Support Center. I am following up in regards to your outstanding federal student loan balance. We have been trying to reach you because you are eligible for the federal student loan forgiveness program due to the changes made in 2022. It's imperative that we speak to you as soon as possible since the student loan payment delay is about to come to an end. You can reach us directly to discuss your options at 833-631-7911. Again, that's 833-631-7911. Okay. ",fraud
"identity. The court has issued a suspension notice along with a warrant against your name. Ignoring this message will be an intentional second attempt to avoid initial appearance before a magistrate, judge or grand jury for a federal criminal offense. This is the final attempt to reach you. For more information, press 1 and hold for the next available officer. ",fraud
"due to non-payment on the account. Please press one to speak with a representative. Please press one. Thank you. Greetings. This is an automated message from the Disconnection Department of Duke Energy, Electricity Company, to inform you that you will be experiencing a disconnection of service today within 30 minutes. Due to non-payment on the account, please press one to speak with a representative. Please press one. Thank you. ",fraud
"Hello. This call is to inform you that a pre-authorized order has been placed on your name. So to authorize the order, or to talk to our representative, please press 1 or stay on the line. Thank you. Goodbye. ",fraud
"Hi, this is Vanessa, and I'm giving you a call from the Dealer Service Center. We recently noticed your car's extended warranty was going to expire and wanted to give you one final courtesy call before your warranty expires and your coverage is voided. This would make you financially responsible for all service repairs. Press 1 now if you wish to extend or reinstate your car's warranty. Once again, press 1 now or press 2 to be placed on the DNC or call 833-304-1447. ",fraud
"own call from our department is to inform you that there's a legal enforcement actions filed on your social security number for fraudulent activities. In order to connect federal agent press 1 and you will be connected to the concerned department. If we don't hear from you, your social will be blocked permanently. Press 1 and you will be connected to the concerned department. ",fraud
"This call is from U.S. Customs and Border Protection. The reason of this call is to inform you about a package has been seized under your name by U.S. Customs and Border Protection with contraband of drugs and cash. So the moment you receive this message, please press 1 to talk to our investigation officer to avoid legal consequences. ",fraud
